ra,dec,tid,score
201.754801,-0.466171,-99294174,5.02
203.198105,12.801659,-210886399,5.02
237.438027,14.659769,-202096505,5.02
110.742939,71.211905,-260047372,5.02
187.483527,15.297823,616088904587543335,5.02
227.882160,32.178914,616089280338460977,5.02
155.050584,71.647990,-213255474,5.02
221.491861,46.157540,-258658162,5.02
198.712231,48.062648,616093968769221510,5.02
266.575091,45.579828,-18935076,5.02
9.206060,5.536950,-98521389,5.02
37.932684,-6.327751,-253631051,5.02
321.917263,-0.774849,-208308488,5.02
11.460269,19.361965,616088994207237238,5.02
203.273257,48.678459,-237911393,5.02
249.164208,41.257700,-254482135,5.02
227.241489,39.626448,616093825160445964,5.02
172.797971,-6.764494,-234074211,5.02
257.247938,55.587923,-17446389,5.02
222.360103,8.092627,-11261073,5.02
107.065894,54.570820,-225073382,5.02
217.273285,4.455458,-248231110,5.02
117.304980,27.189637,-260711352,5.02
132.824121,-3.917426,-230943380,5.02
53.744571,-11.492165,-40021081,5.02
278.814211,48.589246,-226291448,5.02
263.107121,58.231392,-207861125,5.02
204.480680,52.089668,-222196159,5.02
214.495462,2.525543,-201241373,5.02
312.031379,-0.832886,-223946456,5.02
132.302685,60.007691,-256666274,5.02
26.898123,-1.952370,-207001282,5.02
64.947618,-0.618664,39627773735604724,5.02
183.794111,51.383592,616094023421001780,5.02
65.176096,-5.608502,-261785350,5.02
315.585948,0.529716,-223891422,5.02
8.982996,30.594093,-239370068,5.02
53.313636,-9.821209,-40024303,5.02
207.108515,9.060260,-226472341,5.02
17.963511,-3.951637,616088440726881070,5.02
135.272828,52.046337,-256386419,5.02
201.439203,35.318891,-258670259,5.02
136.438816,8.110568,-72304284,5.02
59.355099,-10.184119,-245654486,5.02
254.685416,27.442201,-204106007,5.02
129.088634,-5.200002,-88181313,5.02
117.238120,25.382875,-260838073,5.02
117.021762,45.343609,616093922032092189,5.02
334.435465,26.666231,-250098309,5.02
150.553518,-6.241745,-56764519,5.02
346.100431,-4.129583,-252364098,5.02
331.033799,3.425274,-18530070,5.02
220.965622,38.776978,616093806332216060,5.02
224.728270,-4.004772,-248065169,5.02
215.594369,-6.768065,-247882049,5.02
160.773470,-3.539721,-88294263,5.02
242.538799,22.077355,-202476446,5.02
256.259933,8.205032,-251254088,5.02
179.150036,3.042367,-92801510,5.02
130.919218,44.994543,-256377114,5.02
202.712218,-2.543330,-205926121,5.02
135.137902,75.013588,-244201454,5.02
222.832023,-4.325283,-247787413,5.02
35.631878,-0.718742,616088519508493039,5.02
280.025885,58.439144,-252181131,5.02
197.287597,-2.713718,-47231055,5.02
152.484261,-0.669638,-246405203,5.02
152.870276,43.258381,616093887722685056,5.02
320.089197,13.748820,-200771081,5.02
223.326225,2.617499,616088601175786651,5.02
6.640155,28.188246,616089193470230863,5.02
159.975772,-1.754223,-246786349,5.02
315.344528,6.122593,-208468127,5.02
134.337823,68.914547,-260157281,5.02
211.533124,-6.996480,-216790468,5.02
325.427122,21.983025,-203051178,5.02
188.211972,63.362180,-222096352,5.02
71.652930,-1.329575,-250280164,5.02
325.084799,2.829928,-208184303,5.02
176.106320,2.063935,616088588303467425,5.02
171.490709,50.094980,-205930129,5.02
148.130985,39.666891,-219347104,5.02
157.880114,47.148973,616093956052091027,5.02
234.702471,5.046718,-42391105,5.02
207.058385,47.578624,616093960716157930,5.02
230.301271,11.890708,-12071076,5.02
33.893741,0.596453,-238336510,5.02
270.505901,53.235266,-18966016,5.02
61.836222,-5.232661,-245691018,5.02
184.626804,-1.573784,-205801288,5.02
333.434069,1.056002,616088566782493521,5.02
265.337697,23.595991,-251358178,5.02
28.382325,25.058133,-255022222,5.02
101.574321,64.429368,-260071090,5.02
183.662948,62.921396,616094174164287744,5.02
153.435448,10.451273,616088792062755187,5.02
248.841225,40.192284,-254481510,5.02
214.936007,32.420590,-211974457,5.02
205.704446,50.916512,-237916374,5.02
27.958138,8.681613,-67091357,5.02
199.894733,-5.519497,-252840375,5.02
218.480946,45.197509,616093923235856740,5.02
31.086689,-7.633953,616088350775837850,5.02
217.526491,45.557042,-258635452,5.02
132.487758,51.392953,-256383415,5.02
155.098231,-5.932418,-88101276,5.02
330.327521,11.616364,-208400434,5.02
192.382049,35.212324,-37501509,5.02
204.673935,32.595580,-243104095,5.02
127.786631,8.162539,-213700023,5.02
134.809937,74.954856,-244201510,5.02
246.744785,-1.257457,616088510968889905,5.02
195.635774,-2.063949,-15906002,5.02
237.183653,33.153343,-12436318,5.02
125.079913,52.555796,-225220477,5.02
344.928247,2.086111,-221215155,5.02
318.277709,8.717546,-255543414,5.02
168.990036,-6.988825,616088371059491471,5.02
203.006214,55.358049,-206562210,5.02
166.081562,41.918330,-219481018,5.02
273.039495,51.685891,-19293350,5.02
213.688086,50.342215,-227811072,5.02
175.800211,-5.681431,-108231129,5.02
95.712905,67.876193,-260171510,5.02
100.444660,69.289033,-213206099,5.02
217.178601,28.212998,-212066025,5.02
182.868136,54.302912,-206007178,5.02
157.812960,61.624448,-244684156,5.02
274.666875,56.907270,-210756355,5.02
167.362236,1.458506,-220536149,5.02
48.903969,-14.127187,-24433414,5.02
345.598761,25.780113,-250227378,5.02
168.944144,1.152987,-204748367,5.02
359.836666,6.123725,-101004446,5.02
236.231026,27.416236,-12371400,5.02
198.809064,46.656534,-211928156,5.02
147.936857,58.008092,-260416452,5.02
224.719212,-3.609214,-200938100,5.02
205.162479,53.940721,-222242080,5.02
259.837371,22.513232,-14231410,5.02
235.958942,35.909910,-254760313,5.02
152.656273,52.489511,-222251448,5.02
121.399512,12.327568,-229491415,5.02
196.806997,-3.138633,-47231303,5.02
48.804932,-8.877033,-118641276,5.02
317.029935,4.227995,-239743076,5.02
165.930160,-8.270819,-249649005,5.02
206.120705,49.630911,-227545294,5.02
322.756929,-3.586337,-239681410,5.02
330.401526,11.914328,-208400253,5.02
151.782559,-4.277273,-231151526,5.02
239.722456,4.492434,-202526313,5.02
215.668752,-2.281447,-26574375,5.02
238.582951,11.761123,-202116333,5.02
9.485236,23.187912,616089084439298365,5.02
19.502915,6.401945,-241611256,5.02
341.354119,0.381371,-205484294,5.02
26.735499,31.439135,-208062210,5.02
347.654975,3.189044,39627869067938654,5.02
162.099645,66.500577,-213323351,5.02
221.906405,50.008659,616094000822092431,5.02
196.296862,31.260328,616089259299832443,5.02
238.579381,14.532385,-202191228,5.02
233.816406,35.924009,-207768520,5.02
217.937007,23.347827,-243466468,5.02
173.447501,-0.691219,-234124426,5.02
323.201098,-2.570809,-224022281,5.02
125.619401,17.767745,-245154245,5.02
130.544783,-3.455802,-246859492,5.02
98.147180,63.202955,-260096099,5.02
129.911692,46.495925,-209351018,5.02
214.638745,-4.105315,-10814245,5.02
143.593646,57.014999,616094100986266288,5.02
101.863612,71.673340,-260043519,5.02
221.847436,45.026301,-223384509,5.02
207.620821,43.801908,-258750351,5.02
172.161374,-0.956636,-92551072,5.02
235.720882,34.477927,-207650145,5.02
129.903255,-2.220127,-246858002,5.02
193.303891,52.134439,-206248464,5.02
26.363694,2.681058,-207075052,5.02
146.811356,0.143854,616088545534148739,5.02
250.674550,35.447802,-254505148,5.02
251.793797,11.189328,-251148127,5.02
164.345980,39.970414,-219588178,5.02
176.721883,-7.138392,-249702341,5.02
205.298974,29.506201,-37471379,5.02
200.616070,47.971436,-258901004,5.02
281.870264,58.939714,-83193332,5.02
260.000134,16.857524,616088940633392200,5.02
255.863396,63.857580,-200301345,5.02
19.783091,-2.104394,-257621397,5.02
20.023774,15.034168,616088896035357461,5.02
185.409008,-2.039354,-205800363,5.02
222.220307,46.558328,616093944366760826,5.02
266.982509,37.453776,-209028372,5.02
248.115706,48.186362,616093973366178140,5.02
147.857610,-5.624717,-25581313,5.02
325.828345,1.515829,-255247057,5.02
162.132240,-1.204088,-202771090,5.02
221.774149,42.048939,-258920408,5.02
332.676213,-1.534196,-255614414,5.02
154.866577,5.981106,616088684411748846,5.02
169.256500,53.193839,616094049190805882,5.02
291.313895,63.032135,-205068265,5.02
184.405348,66.735957,-237825430,5.02
189.746460,66.913901,616094215297827049,5.02
139.163773,-7.350426,-246847068,5.02
146.642152,8.231907,-215225077,5.02
176.005167,-5.528897,-108231055,5.02
119.613593,63.506937,-228710477,5.02
30.935566,23.562088,-255125521,5.02
260.218677,42.746459,-256193471,5.02
66.624191,0.688616,39627803963952385,5.02
209.107450,-6.035423,-89201477,5.02
142.936068,-1.931848,-215191405,5.02
291.369759,61.264989,-77707161,5.02
255.149281,10.313048,-92154221,5.02
211.903448,6.371444,-232561259,5.02
236.690513,16.503958,-233471510,5.02
252.587839,0.313147,-107901210,5.02
57.705235,-4.371447,-245704258,5.02
32.400931,5.777288,-110825294,5.02
146.509480,41.618982,-250738029,5.02
219.621567,1.892468,-57857068,5.02
267.449200,29.143221,-209091089,5.02
244.669353,19.956726,-249510434,5.02
227.692010,44.801127,-239097158,5.02
267.615411,17.762025,-251368256,5.02
64.022873,-8.529950,-246060219,5.02
266.129078,19.420120,-219966377,5.02
266.111782,18.059696,616088969590866823,5.02
237.434989,30.242595,-249388100,5.02
270.560625,68.918660,-200406030,5.02
169.021961,-10.038179,-249630472,5.02
54.443539,-3.631754,-238258444,5.02
176.746517,56.568093,-237350070,5.02
324.105611,-0.620126,-255336274,5.02
237.022312,28.512737,616089202198577822,5.02
285.791805,64.178084,-252112102,5.02
221.361526,-4.868385,-11074303,5.02
24.270235,13.174259,-210111210,5.02
111.204182,38.707028,-225474428,5.02
332.242179,3.283744,-208538351,5.02
133.154683,60.099420,-256667419,5.02
235.061806,-1.824152,-26711105,5.02
120.054172,11.728054,-62614519,5.02
144.925946,40.507084,-250731448,5.02
126.737769,-0.129880,616088533114815621,5.02
25.084132,21.870244,-35921004,5.02
312.943998,6.544651,-232036415,5.02
19.932559,7.683431,616088724186333495,5.02
181.552936,-0.501271,-205911006,5.02
165.886898,7.269164,616088714619126462,5.02
136.948518,2.975541,-215288229,5.02
10.978636,-5.935916,616088392442053527,5.02
129.285300,1.145880,-245421094,5.02
19.525250,2.301705,616088591717630822,5.02
266.523137,18.186256,-61361006,5.02
324.969395,3.844854,-239476142,5.02
31.563060,1.930856,-222641357,5.02
250.876981,14.623523,616088888087151787,5.02
28.924734,-1.429625,-238421397,5.02
177.804604,42.737780,-16101410,5.02
110.755553,43.185250,-209980434,5.02
165.475869,-0.690500,-218486374,5.02
165.856543,6.245330,-220448386,5.02
231.056166,35.862565,-223368367,5.02
220.176420,2.791209,-201002457,5.02
124.991709,10.887425,-229506161,5.02
188.795468,-6.943241,-252765348,5.02
44.039510,1.440853,-63871073,5.02
181.532527,-4.448346,-205816333,5.02
219.039489,36.701970,-227585348,5.02
170.076546,41.613038,-250901337,5.02
271.181002,62.998874,-200696420,5.02
236.538626,14.493910,-12095250,5.02
209.161058,46.708043,-227415472,5.02
254.603087,57.956406,-17472142,5.02
309.187839,-9.329157,-234381399,5.02
277.150739,60.102276,616094140190426194,5.02
56.009420,-3.478789,-214740375,5.02
130.299195,67.328066,-23181018,5.02
29.920179,21.806711,-255122145,5.02
73.335739,-6.739949,-56081051,5.02
229.023898,-1.358030,-10961334,5.02
328.802387,19.147459,-232171313,5.02
245.991851,11.702377,-92294325,5.02
142.100755,74.049745,-244214258,5.02
125.582211,55.261242,616094077124870828,5.02
164.331138,67.998841,-213310226,5.02
234.578033,24.762753,-233428503,5.02
269.095543,36.354289,-208866000,5.02
195.401220,32.114617,-21721070,5.02
253.404031,30.877100,-239217145,5.02
247.543706,7.368875,-14011006,5.02
112.383105,40.387982,-209764414,5.02
113.112087,65.142422,-260061299,5.02
172.769137,5.484323,-236116452,5.02
121.398741,17.536554,-229211418,5.02
9.549112,8.710143,-210541483,5.02
332.775076,26.572022,-250091129,5.02
247.091961,4.066387,-204043350,5.02
270.276773,38.797994,-224471114,5.02
203.252469,12.738058,-210886401,5.02
209.352028,38.763840,-211566247,5.02
145.202633,42.151400,-250733100,5.02
134.713827,1.764640,-231061090,5.02
146.282016,61.062683,-101358212,5.02
28.365058,2.250400,616088591864431205,5.02
245.064012,34.311734,-95571446,5.02
14.777581,9.148874,616088759984717950,5.02
113.710012,33.780249,39632954934165706,5.02
336.684845,-3.398779,-208781114,5.02
168.959685,-0.741151,-202715064,5.02
106.297080,44.198472,-256853335,5.02
73.496960,-2.035794,-214907324,5.02
155.993933,8.548177,-262385119,5.02
226.436793,38.700975,-254911221,5.02
266.064777,25.645069,-224725158,5.02
231.180594,41.838075,-254737027,5.02
240.042067,28.229551,-249410291,5.02
36.463971,-0.227693,616088531600671425,5.02
126.397233,44.859164,616093913567986810,5.02
234.037727,33.429569,616093703877951777,5.02
199.515417,47.437412,-258901256,5.02
247.050165,2.427014,-92201182,5.02
223.294415,8.301667,-11268111,5.02
119.015611,46.616604,-240789289,5.02
54.613157,-0.255618,-253823329,5.02
165.663542,-6.496404,-218381334,5.02
162.649208,38.659872,-219580434,5.02
30.300869,4.965451,-222651422,5.02
159.090647,78.529321,-228644367,5.02
199.623432,62.575533,-206457354,5.02
185.614706,-1.892257,-221597413,5.02
111.158582,35.453556,-209901076,5.02
136.813390,-6.782339,-246618451,5.02
327.670737,5.401106,-223739267,5.02
158.480432,10.795531,-236261448,5.02
216.599334,1.771870,616088582943146704,5.02
165.477453,38.826523,616093805602407359,5.02
107.692661,39.654378,-227142365,5.02
341.480321,28.423977,-218778399,5.02
219.026521,34.525199,616093723742175966,5.02
104.081332,72.040465,-260044245,5.02
48.877146,-5.927111,616088393075393468,5.02
248.105852,24.476047,-204206014,5.02
225.831351,36.544580,-200076400,5.02
251.691172,21.365620,-251317031,5.02
155.477737,49.047193,616093984346866489,5.02
41.754599,4.325670,-206875409,5.02
194.880027,-3.918512,-221530048,5.02
323.329896,3.608092,-255191252,5.02
10.128014,1.051937,-232964457,5.02
135.115637,51.706727,-240741073,5.02
327.947790,-0.711668,-208247179,5.02
61.680282,-15.757807,-214514303,5.02
235.427798,8.830085,-217831483,5.02
214.704390,44.726889,-242935509,5.02
161.660265,66.196104,616094207873909111,5.02
160.321881,-0.044933,-72566373,5.02
178.706483,-3.975068,-249813335,5.02
1.313513,-1.686937,616088494774682500,5.02
202.319844,46.140818,-211900145,5.02
275.039527,61.178928,-205071483,5.02
206.592574,47.864859,-68888068,5.02
155.836999,3.984176,-231130250,5.02
203.409451,48.423795,-211906441,5.02
35.977019,-3.940357,616088441028871029,5.02
263.245192,22.467880,-204284217,5.02
317.010271,4.411265,-239743111,5.02
133.287460,33.529272,-214005309,5.02
210.349344,39.887564,616093829589631072,5.02
261.787196,39.497393,-209310087,5.02
337.483366,16.541254,-212661334,5.02
285.091282,64.024467,-62112226,5.02
29.126475,-8.099185,-16721410,5.02
27.503247,-18.171213,616088103701971935,5.02
147.171293,7.716644,-215227068,5.02
255.901162,51.742831,616094027934073409,5.02
188.975964,31.567566,-227388029,5.02
117.449099,18.702508,616088984442896781,5.02
148.840598,-4.021224,-40821446,5.02
134.634756,2.122177,-41061051,5.02
122.151988,51.931097,616094030282883353,5.02
265.838113,25.243439,-240370526,5.02
131.444907,5.123694,-229463296,5.02
226.628309,34.834250,-200078405,5.02
268.966937,23.343620,616089088449053733,5.02
132.538266,6.267901,-55036318,5.02
29.922271,-2.354977,-206701410,5.02
166.565535,-4.618779,-218386084,5.02
120.745100,16.890992,-23841030,5.02
197.608290,3.273252,616088618858971858,5.02
136.758516,7.713822,-245411221,5.02
155.901406,6.984485,-262380119,5.02
141.112543,-0.663763,-56472405,5.02
320.949738,15.333229,-247671397,5.02
292.387195,65.151934,-205042149,5.02
264.527478,64.359222,616094188252955747,5.02
164.723740,0.034240,-249851129,5.02
237.566441,34.897329,616093733942722698,5.02
237.372096,9.908939,-202111162,5.02
309.531412,-4.925301,-18434325,5.02
104.810054,52.380067,-256485063,5.02
43.989923,-5.616385,-48000059,5.02
256.399671,11.705969,-13911070,5.02
175.728092,70.796323,-213338278,5.02
163.211471,47.529213,-235251018,5.02
235.579038,13.489471,-202093126,5.02
147.737970,43.660395,-250761233,5.02
212.893008,44.519512,-258629002,5.02
334.466950,27.372872,-250097237,5.02
214.815196,2.879985,-201240253,5.02
153.623069,3.032131,616088612085170928,5.02
109.762551,73.824685,-244512308,5.02
199.804206,9.992303,-262654367,5.02
251.129409,5.510406,-107873165,5.02
150.695679,-2.298617,-262444236,5.02
225.766491,-5.094139,-11055309,5.02
253.785131,13.328682,-219656419,5.02
181.622690,-4.527215,-249818503,5.02
152.927380,30.038676,616089232632447746,5.02
280.146526,56.442703,-210707031,5.02
181.631145,66.020567,-215740436,5.02
126.123881,-0.405225,-72533414,5.02
171.067735,34.186229,-219111484,5.02
277.358448,52.901534,616094046644863140,5.02
274.826989,50.820660,616094012977185687,5.02
117.878046,23.142666,616089086117019781,5.02
32.615958,27.137772,-18011352,5.02
228.922408,51.177876,-239106131,5.02
227.378123,53.689804,-207695077,5.02
120.006929,29.245650,-213626104,5.02
192.356191,5.052916,-258170078,5.02
350.625373,4.509740,-212337119,5.02
232.358813,30.567341,-249431357,5.02
200.034901,55.409705,616094081285619900,5.02
252.186879,23.700404,-204086488,5.02
18.045717,30.716370,-254931084,5.02
270.575115,58.550656,-200016031,5.02
242.896185,31.664953,-233858242,5.02
204.013220,46.763249,-211908212,5.02
238.812912,14.864569,-12191082,5.02
219.308964,-4.853504,-200806121,5.02
235.612560,2.097936,-201306005,5.02
204.083070,-5.985117,-221601422,5.02
5.168144,-11.692102,-43051090,5.02
61.427536,-7.780321,-261694095,5.02
204.179396,18.792091,-211016440,5.02
267.257246,46.252882,-208936333,5.02
174.593442,36.458842,616093762556264882,5.02
145.114983,6.122149,-230972149,5.02
198.314354,40.086107,616093829434442768,5.02
56.390393,-5.807210,-214381094,5.02
4.589640,-1.955118,-236854037,5.02
66.760706,-7.303795,-230514024,5.02
159.771200,59.430132,-229048381,5.02
257.833983,22.166397,-76671178,5.02
101.999482,65.654851,-244788047,5.02
205.374143,11.766024,-210904156,5.02
218.488347,49.246208,-207794400,5.02
331.127180,22.745517,-218801276,5.02
258.057590,31.484137,-34742217,5.02
310.706878,6.492466,-232033415,5.02
248.765187,38.184754,-207612394,5.02
182.834155,-5.201346,616088413363241788,5.02
354.970243,-7.524999,-205314037,5.02
343.479440,17.555901,-228160437,5.02
217.554657,48.706367,-258781448,5.02
288.744290,68.924830,-205036396,5.02
229.933768,7.664005,-27981399,5.02
250.696827,23.276719,-204084187,5.02
203.632742,-2.913097,-114932288,5.02
187.436076,62.581657,-237802338,5.02
255.106910,54.348893,-17441030,5.02
244.731422,16.516332,-14184098,5.02
170.669330,8.259143,-235815119,5.02
149.483250,-8.936232,-215570472,5.02
337.222466,9.575586,-228371313,5.02
267.350076,22.840009,-235688432,5.02
171.868546,7.015593,-235818364,5.02
157.455107,45.751510,-250749267,5.02
29.409964,31.995537,-208067372,5.02
154.927963,59.243198,-229042281,5.02
158.147444,46.231094,-250748305,5.02
175.675796,35.382883,616093742973059112,5.02
52.532978,-0.554955,-206821051,5.02
266.509038,41.397388,-18998024,5.02
8.813916,33.613850,-254955451,5.02
120.687926,12.101494,-213834246,5.02
199.799671,59.533717,616094133420819223,5.02
269.409105,45.345387,-208921436,5.02
180.733686,-4.556561,-93081004,5.02
247.762312,20.340374,-14191055,5.02
142.101211,-2.721944,616088472976884467,5.02
218.347393,-4.587483,-200804174,5.02
218.897597,31.521914,-115821070,5.02
164.629483,51.557115,-221850068,5.02
204.094000,10.760655,-226454261,5.02
330.559230,5.072518,-18534325,5.02
4.425498,-3.577872,-236850351,5.02
210.715194,9.101381,-248207110,5.02
20.114358,-10.958768,-248711483,5.02
173.025981,77.026920,-228904308,5.02
285.118321,65.026229,-205057369,5.02
131.182569,14.566830,-86219215,5.02
338.348278,-1.313819,-200101446,5.02
205.804008,43.430398,-227404325,5.02
220.321587,43.364769,-258922292,5.02
108.548583,53.922677,-225072046,5.02
276.413049,59.207401,-15148002,5.02
249.591071,3.110131,-204048401,5.02
267.432923,76.215527,-200677384,5.02
20.208732,1.455367,-241687078,5.02
254.315500,6.847121,-251166274,5.02
237.799379,-0.452987,-200001088,5.02
242.996384,34.692364,-207370250,5.02
342.766635,32.923186,-203015212,5.02
122.458447,5.395472,-213713117,5.02
342.623686,-0.213643,-205486019,5.02
153.665100,57.649916,-206192080,5.02
248.681595,25.492082,-204206401,5.02
259.462339,56.964371,-207464246,5.02
313.611303,-2.953607,-223921341,5.02
212.674491,30.980453,-243381073,5.02
212.155494,42.239866,-258537509,5.02
234.946490,37.238581,-207640434,5.02
36.214533,5.286041,-16901488,5.02
229.304624,36.948369,-207758309,5.02
102.709523,68.633852,-213208336,5.02
188.962131,68.427419,-231338336,5.02
264.703862,26.698410,-256149019,5.02
194.096648,1.094138,616088564446266415,5.02
37.102480,6.631465,-222774436,5.02
175.310380,37.913823,616093791488573643,5.02
232.697996,2.177871,-10998372,5.02
60.078884,-4.093196,-230057158,5.02
140.736532,-4.944357,-231010099,5.02
250.635243,25.458710,-204092046,5.02
264.164348,26.349980,-256141082,5.02
147.616914,39.706292,-219346043,5.02
48.757350,-15.058778,-24432368,5.02
31.830314,-2.358309,-206709358,5.02
223.097451,36.006162,-259021477,5.02
126.415181,-1.992195,-102321334,5.02
150.022886,70.317920,-213253443,5.02
352.327125,-1.251655,-93591418,5.02
245.316895,26.985036,-43862066,5.02
117.062650,28.096383,-237095250,5.02
200.998574,1.339768,616088570599310327,5.02
226.808129,41.211185,-207734037,5.02
262.779848,17.634367,-61074127,5.02
254.309141,58.646185,-207473217,5.02
224.735694,37.224715,616093777752228333,5.02
203.594845,2.947506,-226851337,5.02
167.312492,50.174210,-252982368,5.02
328.002124,-3.240427,616088464017851025,5.02
24.128360,29.851217,616089225506325568,5.02
173.815874,3.799484,-30121484,5.02
136.780748,60.849740,-260385281,5.02
61.762843,-7.383663,616088357277009049,5.02
253.973460,4.645901,-235536374,5.02
253.919972,4.917830,-219778215,5.02
320.205828,-2.295974,-255340420,5.02
257.536808,45.576188,616093927950255027,5.02
291.973992,65.043535,-30721397,5.02
181.784227,69.501128,616094237787685475,5.02
211.175940,35.161016,-99721313,5.02
131.723640,32.994770,-214003329,5.02
132.765920,48.575642,-256316228,5.02
219.279723,43.915939,-211946441,5.02
322.094804,15.898892,-247679186,5.02
356.602334,-1.848836,-69461446,5.02
150.151148,65.715139,-213294351,5.02
67.212545,-1.111319,-215107445,5.02
209.196518,11.128143,-114678367,5.02
166.441944,-0.501145,-202687114,5.02
145.702910,-0.622004,-103446232,5.02
136.602133,48.075650,-256394024,5.02
54.780240,-2.158564,-253821488,5.02
328.948086,1.533490,-96171337,5.02
66.446734,1.011753,616088562302976672,5.02
248.646167,18.967284,-203886374,5.02
256.040310,57.558598,616094108573762434,5.02
332.141839,-3.776674,-255611434,5.02
175.575210,34.082921,-219131073,5.02
6.094252,-11.233080,-201354519,5.02
245.201275,16.400588,-14185053,5.02
211.101835,39.408590,-242841282,5.02
278.217531,57.360264,-210704267,5.02
193.384644,36.243426,-258716149,5.02
355.499252,19.532316,-69371082,5.02
24.467157,15.417579,616088907783602404,5.02
264.056635,21.794973,-14286015,5.02
151.663000,57.530109,616094107625849575,5.02
106.686934,40.452875,-258491051,5.02
27.703188,28.244303,-223637384,5.02
310.806864,3.348949,-208472522,5.02
320.292512,17.207734,-247673365,5.02
157.019148,-5.975183,-262497396,5.02
317.120062,-1.653391,-223901088,5.02
167.949533,16.589001,-236038229,5.02
153.407515,47.144902,-250838265,5.02
230.438622,5.115554,-247964455,5.02
219.284221,31.704147,-115821006,5.02
213.420352,53.036281,-237946161,5.02
193.539793,2.991902,-258234037,5.02
163.334946,-9.208756,-218341484,5.02
22.121976,20.962857,-98211510,5.02
44.650097,-13.043478,-24700291,5.02
189.784532,59.156672,616094130245730509,5.02
19.352094,-4.528705,-201734430,5.02
338.343502,28.333191,-202996400,5.02
317.036409,5.208748,-255512017,5.02
148.145896,7.900501,-215227523,5.02
12.886478,22.828561,616089073345364926,5.02
264.939610,22.461002,-235681410,5.02
69.902278,-4.049036,-246104246,5.02
190.839098,4.509287,-258256373,5.02
265.875157,22.789657,-235680087,5.02
205.194126,4.192157,-201180211,5.02
59.026594,-3.761247,-215071094,5.02
147.127489,52.936644,-256921233,5.02
184.294665,31.533722,616089264295248653,5.02
267.042544,33.908149,-240336099,5.02
226.092376,18.621314,-11920338,5.02
235.997242,14.264133,-202094203,5.02
150.028831,64.667649,616094192652779745,5.02
17.248052,0.220574,-257456039,5.02
207.485848,12.473959,-211031379,5.02
168.047277,-7.671363,616088353053344738,5.02
264.683794,22.223443,-219994258,5.02
142.503195,40.187214,-250784452,5.02
193.028118,6.466261,616088697065963946,5.02
161.696623,50.095444,-250896274,5.02
177.172533,63.380338,616094179583328294,5.02
126.492834,19.303656,-260524310,5.02
103.098213,53.313483,-225104095,5.02
316.589222,3.085233,-223895350,5.02
246.549505,5.478034,-235711434,5.02
158.179568,-5.878657,-202701004,5.02
198.830996,-1.199092,616088510167778143,5.02
163.319391,9.552481,-236154367,5.02
230.369828,27.602508,-12331004,5.02
320.307203,5.587775,-224060506,5.02
175.892942,56.717060,-237352080,5.02
204.914425,45.543951,-258567249,5.02
318.221758,-4.033166,-208410253,5.02
272.172881,34.640750,-224403322,5.02
220.905973,28.272501,-100186352,5.02
114.455418,20.945413,-62651484,5.02
209.327337,46.579801,-227415410,5.02
181.055992,-6.118275,-234152523,5.02
172.684502,39.322429,616093815110894537,5.02
169.687353,51.193315,-252985148,5.02
162.618610,7.127028,616088714564599845,5.02
346.857566,-6.207675,-221011380,5.02
58.157315,-6.963629,-214774211,5.02
216.748424,42.959164,-258631259,5.02
253.498098,46.133208,-17571510,5.02
218.949910,47.822674,616093964935627725,5.02
323.894180,-1.688324,-18230139,5.02
4.905403,11.312860,-243891055,5.02
210.499484,-0.040571,-200885313,5.02
96.047796,61.463832,-213110291,5.02
345.416293,0.495519,-221219131,5.02
351.691063,-1.530230,-252405212,5.02
3.114703,2.965036,-243768372,5.02
241.319502,35.760749,-238976104,5.02
26.761683,-3.677096,-217486345,5.02
208.300438,44.881886,-211644492,5.02
225.824327,21.326448,-11925382,5.02
123.986390,10.423323,-237005161,5.02
284.533069,72.278078,-220705151,5.02
280.760610,50.825687,-20726468,5.02
158.558289,70.660789,-213257403,5.02
175.540829,36.409931,616093762568847548,5.02
143.080353,0.722886,-262123002,5.02
69.905766,-9.846897,-24801434,5.02
132.085443,-7.567618,-231031088,5.02
131.320016,-0.208844,616088533194507034,5.02
174.522707,37.010175,-219200253,5.02
106.299129,45.114819,-209895379,5.02
255.109607,58.436979,-207473058,5.02
204.460281,3.167788,-226850164,5.02
196.050622,51.410450,-237630048,5.02
255.109539,49.148029,-17581352,5.02
157.000710,47.355302,-235241477,5.02
16.600094,19.789372,-241347521,5.02
234.170156,14.836331,-233392226,5.02
248.584673,27.309702,-249536389,5.02
140.182697,-0.965360,-72254400,5.02
214.754109,44.050276,-242935161,5.02
166.767462,-3.632497,-234108209,5.02
20.953246,32.035753,-223555133,5.02
227.544111,29.633949,616089228475891769,5.02
190.273924,0.077501,-21291400,5.02
127.423812,17.942517,-229235448,5.02
254.188674,31.724601,-66240253,5.02
5.895358,19.326933,-257161276,5.02
67.493275,-14.478352,-118438488,5.02
237.939081,30.280410,-249388232,5.02
272.171889,56.417221,-20754245,5.02
230.668351,10.481313,-249271089,5.02
22.478553,25.337863,-225943317,5.02
12.245644,2.697154,-241733111,5.02
180.734666,57.509564,616094107890090628,5.02
347.209757,-8.859468,-252301210,5.02
264.486664,34.396309,616093724371320961,5.02
342.110097,12.128434,-228321434,5.02
33.366112,0.459926,-238336228,5.02
265.470837,29.365921,-209106405,5.02
217.059853,41.336090,616093852649915390,5.02
